;Full Recipe
578;"<|startofrecipe|>ingredients:
rice
onion
bell pepper
consomme
cumin
salt
worcestershire sauce
bacon fat
directions:
saute onion, pepper and rice in bacon fat until brown.
add remaining ingredients and bring to a boil.
turn heat down and simmer 30 to 40 minutes, covered.<|endofrecipe|>"
579;"<|startofrecipe|>ingredients:
crisco
eggs
prune juice
soda
cinnamon
sugar
prunes
flour
salt
nutmeg
directions:
grease and flour a 9 x 13-inch pan.
mix all of the ingredients and pour into prepared pan.
bake at 350° until done. remove cake from oven and top with 2 teaspoons sugar
mixed with the juice of an orange to make 1/3 cup.
put on top of cake while warm.
mix sugar and cinnamon to sprinkle on top, if desired. cool and cut into squares.
serve with cool whip.<|endofrecipe|>"
580;"<|startofrecipe|>ingredients:
shortening
sugar
eggs
flour
soda
salt
buttermilk
orange juice
nuts
dates
orange rind
vanilla
directions:
mix
shortening, sugar, eggs, flour, soda, salt, buttermilk, orange juice, nuts, dates, orange rind and vanilla.
bake in a tube pan at 350° for 1 1/4 hours.
when done, while still hot, pour sauce over cake.<|endofrecipe|>"
581;"<|startofrecipe|>ingredients:
chuck cubes
onion soup
cream of celery soup
sherry
directions:
mix the onion soup mix, celery soup and sherry; pour over meat in large casserole or roasting pan.
cover; bake at 325° for 3 hours.
stir occasionally.
add water if needed.
quick and easy!!<|endofrecipe|>"
582;"<|startofrecipe|>ingredients:
cranberry juice cocktail
water
orange juice
cinnamon
allspice
directions:
combine all ingredients in glass bowl.
microwave on high for 12 to 14 minutes or until hot, about 160°.<|endofrecipe|>"
583;"<|startofrecipe|>ingredients:
red potatoes
onion
parkay margarine
milk
salt
directions:
peel and cut potatoes into bite size pieces.
in large pan, put enough water to first cover potatoes.
cook until done.
add milk, salt and pepper.
in small skillet, lightly saute onions in melted parkay.
add to potato mixture and simmer for about 20 minutes, stirring often.<|endofrecipe|>"
584;"<|startofrecipe|>ingredients:
sweet onions
olive oil
butter
eggs
flour
salt
pepper
nutmeg
swiss cheese
parsley
directions:
prepare and partially bake a crust to fit a 9-inch pie pan using a basic pie dough recipe.
saute onions in oil and butter over low heat until golden yellow.
beat together eggs, half and half, flour, salt, pepper and nutmeg, then add onions and half of the grated cheese. pour into crust; sprinkle remaining cheese on top and bake at 375° for 25 to 30 minutes or until golden brown. garnish with parsley.
serves 4.<|endofrecipe|>"
585;"<|startofrecipe|>ingredients:
coal
clear glass bowl
water
blueing
salt
coloring
directions:
place a piece of coal in a clear glass bowl.<|endofrecipe|>"
586;"<|startofrecipe|>ingredients:
raisins
water
baking soda
oil
eggs
sugar
vanilla
flour
salt
walnuts
directions:
in small saucepan, bring raisins, soda and oil to a boil. remove from heat and set aside to cool.
in large bowl, beat eggs, sugar and vanilla well.
add cooled raisin mixture with flour and salt and egg mixture.
stir until well mixed.
bake in buttered 9 x 5 x 3-inch loaf pan at 350° for 50 to 60 minutes or until it tests done.<|endofrecipe|>"
587;"<|startofrecipe|>ingredients:
sausage
cheddar cheese
grated monterey
olives
red peppers
wrappers
vegetable oil
directions:
preheat oven to 350°.
blot sausage dry with paper towels. combine with cheeses, salad dressing, olives and red peppers. lightly grease a mini muffin tin and press 1 wrapper in each cup. brush with oil.
bake 5 minutes until golden.
remove from tin. place on a baking sheet and fill with sausage mixture.
bake 5 minutes until bubbly.
makes 4 to 5 dozen.<|endofrecipe|>"
588;"<|startofrecipe|>ingredients:
chicken breasts
pepper
sour cream
italian breadcrumbs
parsley
salt
garlic
mustard
directions:
lightly sprinkle chicken with salt, pepper and garlic powder. combine sour cream and mustard in a shallow dish, mixing well.
dip each chicken breast into mustard mixture and dredge in breadcrumbs. arrange chicken in single layer in baking pans.
bake at 375° for 50 minutes.<|endofrecipe|>"
589;"<|startofrecipe|>ingredients:
eggs
brown sugar
butter
vanilla
sweet potatoes
flour
baking powder
soda
cinnamon
nutmeg
ginger
raisins
pineapple
pecans
directions:
beat with spoon.
sift dry ingredients.
bake in bundt pan 1 hour and 5 minutes at 325° for pumpkin; 1 1/2 hours with potatoes or until done.<|endofrecipe|>"
590;"<|startofrecipe|>ingredients:
onions
leeks
olive oil
garlic
tomatoes
water
parsley sprigs
thyme
saffron
fish heads
shellfish
firm white fish
directions:
cook onions and
leeks	slowly in the oil until tender, but not browned.
add
other
ingredients
to onions and cook, uncovered, at a
moderate
boil
for
30
minutes.	strain the stock, add salt and pepper to taste.
add clams and mussels to stock first, cover	pot
and
bring
to
boil.
cook
about
5 minutes or until some
of
them
begin to open, then add fish. wait about 3
minutes, then add scallops and prawns.
the soup is ready when the
shellfish
is
open and the prawns are pink (don't wait for
a
boil or cook too long).
taste continually and serve immediately
when
done.
serve
with
crusty french bread and rouille (recipe follows).<|endofrecipe|>"
591;"<|startofrecipe|>ingredients:
chocolate cake
coconut
pecans
philadelphia cream cheese
oleo
confectioners sugar
directions:
grease and flour or ""pam"" the bottom and sides of a 9 x 13-inch cake pan.
spread the coconut and pecans in the bottom of cake pan; add cake mix on top. cream together the cream cheese, oleo and confectioners sugar.
drop the creamed mixture by spoonfuls over the unbaked cake.
it will pretty much cover the top of the cake.
bake in a 350° oven for 45 minutes.
it will look like a disaster, but taste great!<|endofrecipe|>"
592;"<|startofrecipe|>ingredients:
cream cheese
mayonnaise
ground
parsley
green onions
dried mustard
hot tabasco
pecans
directions:
cream the cream cheese and mayonnaise and add rest of ingredients except pecans.
chill 2 hours, then work into a ball and roll in chopped nuts.
serve with wheatsworth crackers or sociables.<|endofrecipe|>"
593;"<|startofrecipe|>ingredients:
couple of oranges
honey
directions:
put in blender.
add crushed ice until desired thickness.
add enough milk to fill blender, approximately 1 cup.<|endofrecipe|>"
594;"<|startofrecipe|>ingredients:
quartered red potatoes
green onions
green pepper
salad dressing
coarse ground mustard
directions:
add potatoes to boiling water; cook 14 minutes or until tender. drain.
toss with remaining ingredients.
refrigerate.<|endofrecipe|>"
595;"<|startofrecipe|>ingredients:
margarine
sugar
baking powder
milk
pecans
eggs
flour
salt
bananas
vanilla
directions:
cream margarine and sugar; add eggs.
sift flour, baking powder and salt together.
add flour mixture and milk to creamed ingredients, then add mashed bananas, nuts and vanilla.
pour into a greased loaf pan or bake as cupcakes.
(makes 2 dozen cupcakes.)
bake at 350°.
cook the loaf for 45 minutes, cook the muffins for 25 minutes.<|endofrecipe|>"
596;"<|startofrecipe|>ingredients:
confectioners sugar
cold milk
directions:
combine pudding mix, sugar and milk. beat slowly with electric mixer until well blended. fold in cool whip. spread on cake at once. makes about 4 cups or enough for two 9-inch layer cakes.<|endofrecipe|>"
597;"<|startofrecipe|>ingredients:
flour
sugar
salt
eggs
milk
directions:
sift flour into bowl.
add sugar and salt.
add eggs and milk gradually, stirring until well blended let stand 2 hours.
heat swedish pancake pan (or ordinary pancake pan) and butter well. beat batter again.
pour by tablespoonfuls into sections of pan and fry on both sides until nicely browned.
place on very hot platter; serve immediately with lingonberries.<|endofrecipe|>"
598;"<|startofrecipe|>ingredients:
rhubarb
sugar
oranges
directions:
wash and cut up rhubarb.
measure 6 cups of sugar.
mix well and let stand 2 hours or more.
wash and grind up 2 oranges and add to rhubarb and sugar.
boil about 20 minutes.<|endofrecipe|>"
599;"<|startofrecipe|>ingredients:
chicken breasts
saifon
wide chinese
head lettuce
cucumbers
stalks celery
bell pepper
bunches scallions
radishes
white sesame seed
directions:
cook saifon, a little at a time, in 1-inch of hot oil.
cook until noodles ""explode.""
turn and cook other side.
remove and drain on paper towel.
thinly slice the lettuce, cucumbers, celery, bell pepper, scallions and radishes.
(please improvise on salad if you wish.)
put in large bowl and refrigerate.
toast sesame seeds until lightly browned.<|endofrecipe|>"
600;"<|startofrecipe|>ingredients:
grenadine
ginger ale
maraschino cherry
orange slice
directions:
fill a collins or highball glass with ice.
add grenadine and fill with ginger ale.
garnish with a maraschino cherry and an orange slice.
makes 1 serving.
preparation time:
2 minutes.<|endofrecipe|>"
601;"<|startofrecipe|>ingredients:
oleo
sugar
blackberry jam
allspice
cinnamon
nutmeg
cloves
eggs
flour
baking powder
soda
buttermilk
directions:
sift dry ingredients together.
dissolve soda in buttermilk. cream butter, sugar, jam and eggs with mixer.
add dry ingredients alternately with liquid.
bake in 3 greased and floured 9-inch pans at 350°.
put frosting between layers and on outside of cake.<|endofrecipe|>"
602;"<|startofrecipe|>ingredients:
sweet onions
cucumbers
salt
dark vinegar
water
sugar
pepper
directions:
slice cucumbers and onions.
combine and sprinkle with 1/2 of salt.
set aside.
combine other ingredients in a saucepan and heat (hot but not boiling).
pour over vegetables; let cool and refrigerate until ready to serve.<|endofrecipe|>"
603;"<|startofrecipe|>ingredients:
bbq
white chicken
corn
tomatoes
directions:
mix together in a crockpot and let simmer on low several hours.
you can also cook on low in a pot on the stove.
you can experiment and add other vegetables that you like as well.
it is really easy and delicious.
serve with garlic bread and salad.<|endofrecipe|>"
604;"<|startofrecipe|>ingredients:
warm milk
solid shortening
flour
directions:
mix all ingredients into a
bowl.
pour onto floured surface. cover with flour and shape into a ball.<|endofrecipe|>"
605;"<|startofrecipe|>ingredients:
marshmallows
whipping cream
pimento cheese
miracle
pineapple
walnuts
directions:
cream cheese and add pineapple.
slice in marshmallows and nuts.
fold in whipped cream.
put in cupcake holders in muffin tins.
freeze.
will keep up to 6 months.<|endofrecipe|>"
606;"<|startofrecipe|>ingredients:
flour
baking powder
cinnamon
salt
nutmeg
eggs
sugar
vanilla
milk
margarine
directions:
mix ingredients together.
cut and fry in hot grease at 375°. cook about 1 minute on each side.<|endofrecipe|>"
607;"<|startofrecipe|>ingredients:
broccoli
chicken bouillon cubes
condensed cream
cheese
pimento
directions:
cook broccoli with bouillon cubes and water until just tender. heat celery soup.
pour hot soup over broccoli.
garnish with cheese and pimento.
serve at once.
makes 6 servings.<|endofrecipe|>"
608;"<|startofrecipe|>ingredients:
cream cheese
milk
cherry pie filling
crackers
directions:
simply sprinkle graham crackers on bottom of pan.
mix cream cheese and eagle brand together. spread over graham crackers.
put cherry pie filling on top.
refrigerate.
ready to eat 2 hours later.<|endofrecipe|>"
609;"<|startofrecipe|>ingredients:
liter
apple juice concentrate
white grape juice
lemons
directions:
mix together all the ingredients.
(make sure the sprite and grape juice are chilled.)
you can also float slices of lemon on top.<|endofrecipe|>"
610;"<|startofrecipe|>ingredients:
flour
sugar
salt
shortening
cold water
vinegar
egg
directions:
combine flour, sugar and salt.
with a pastry blender, cut shortening into flour.
in a small bowl, combine water, vinegar and egg.
beat this mixture.
pour liquid mixture into flour mixture.
use a fork to lift ingredients until enough moisture is spread to form a ball with your hands.
this makes a flaky and tender pie crust and forms much easier than most.<|endofrecipe|>"
611;"<|startofrecipe|>ingredients:
macaroni
cheddar cheese
milk
salt
pepper
egg
butter
directions:
boil macaroni for 8 to 10 minutes in salt.
drain, do not rinse.
pour into mixing bowl; add cheese, beaten egg, milk and pepper.
mix well.
pour into casserole dish, dot with butter. bake at 450° until brown.<|endofrecipe|>"
612;"<|startofrecipe|>ingredients:
eggs
sugar
milk
condensed milk
milk
vanilla flavoring
salt
directions:
mix sugar, eggs, evaporated milk, condensed milk and vanilla flavoring. pour into freezer, then add whole milk to top. freeze. (two cups of fruit may be added into mixture to create your favorite flavor.)<|endofrecipe|>"
613;"<|startofrecipe|>ingredients:
brown sugar
sugar
butter
vegetable shortening
eggs
vanilla
all-purpose
salt
baking soda
oats
coconut
raisins
chocolate chips
nuts
directions:
cream sugars, butter and shortening.
beat in eggs and vanilla.
combine flour, salt and soda; beat into first mixture. add remaining ingredients; knead mixture.<|endofrecipe|>"
614;"<|startofrecipe|>ingredients:
potatoes
bacon
onion
flour
sugar
salt
celery
vinegar
eggs
water
bacon fat
pepper
directions:
boil potatoes whole with skins on.
cool.
peel and slice. set aside.
fry bacon and save 1/4 cup grease.
cook onion in bacon grease.
add seasonings, vinegar and 1 cup water.
stir and cook until bubbly.
add rest of ingredients and stir.
serve warm.<|endofrecipe|>"
615;"<|startofrecipe|>ingredients:
ground zucchini
onions
coarse salt
white vinegar
nutmeg
sugar
pepper
red
directions:
put zucchini, onion and salt in large bowl and mix well.
let stand overnight.
drain and rinse in cold water; drain again.
put mixture in a large kettle with remaining ingredients.
bring to a boil and simmer, uncovered, stirring occasionally for 30 minutes. pour into jars and seal.
process in boiling water bath for 5 minutes.<|endofrecipe|>"
