;Full Recipe
6165;"<|startofrecipe|>ingredients:
apples
sugar
nutmeg
cloves
cinnamon
directions:
peel and slice apples. fill crock-pot 3/4 full. mix dry ingredients and pour over apples. cook in crock-pot on high 2 to 3 hours. stir and cook on low all night. the next morning, mix well with mixer and serve.<|endofrecipe|>"
6166;"<|startofrecipe|>ingredients:
cheddar cheese
mayonnaise
butter
directions:
clean and rinse halibut.
arrange pieces in single layer in bottom of 9 x 13-inch baking dish.
dot with butter.
bake at 375° for 1/2 hour basting with butter frequently.
while halibut is baking, mix together grated cheese and mayonnaise.
(mixture will stick to spoon in clumps.)
when halibut is almost done, top with cheese and mayonnaise mixture.
continue to bake until cheese has melted and is lightly browned.<|endofrecipe|>"
6167;"<|startofrecipe|>ingredients:
maple syrup
white wine
cornstarch
lemon juice
fruit juice from fruits
peaches
blueberries
strawberries
grapes
directions:
cook the first 5 ingredients until thick, then cool.
add the fruit.
chill before serving.<|endofrecipe|>"
6168;"<|startofrecipe|>ingredients:
mustard
wieners
grape jelly
directions:
mix mustard and jelly in boiler.
heat and stir until dissolved.
cut wieners into bite size pieces.
place in sauce and simmer.
serve hot.
(you can simmer for several hours and stir occasionally.)<|endofrecipe|>"
6169;"<|startofrecipe|>ingredients:
butter
peanut butter
light brown sugar
sugar
eggs
vanilla
flour
baking soda
salt
snickers
milk chocolate
directions:
combine the butter, peanut butter and sugars using a mixer on medium to low speed until light & fluffy.
slowly add eggs and vanilla until thoroughly combined. then mix in the flour, salt and baking soda.
cover and chill dough for 2-3 hours.
unwrap all of the miniature snickers.
remove dough from refrigerator. divide into 1 tbsp. pieces and flatten.
place a miniature snickers in the center of each piece of dough.
form the dough into a ball around each miniature snickers.
place on a greased cookie sheet and bake at 325 degrees for 10-12 minutes.
(baking time temperature may need to be adjusted if using more than tbsp. of dough per cookie.)
let cookies cool on baking rack or wax paper. drizzle melted dove candy over each cookie.<|endofrecipe|>"
6170;"<|startofrecipe|>ingredients:
native vinegar
garlic
black pepper
bay leaf
soy sauce
chicken
pork
water
cooking oil
directions:
in a saucepan, combine vinegar, garlic, pepper, bay leaf, rock salt and soy sauce.
put in chicken and pork.
let soak 20 to 30 minutes.
add water and simmer uncovered until tender.
strain sauce.
set aside.
brown garlic, chicken and pork in cooking oil. return everything to saucepan, cover and simmer until sauce thickens.<|endofrecipe|>"
6171;"<|startofrecipe|>ingredients:
eggs
light syrup
sugar
semi-sweet chocolate chips
margarine
vanilla
pecan halves
pastry shell
directions:
in large bowl, stir eggs, corn syrup, sugar, chocolate chips, margarine and vanilla until well blended. stir in pecans and pour into pastry shell. bake in 350° oven 50 to 60 minutes or until knife inserted halfway between center and edge comes out clean. cool. makes 8 servings.<|endofrecipe|>"
6172;"<|startofrecipe|>ingredients:
chicken broth
flour
baking powder
salt
milk
chicken broth
directions:
in a bowl, mix flour, baking powder, salt, milk and chicken broth.
drop by spoonfuls on boiling liquid.
cook, uncovered, 20 minutes, then cook another 20 minutes.<|endofrecipe|>"
6173;"<|startofrecipe|>ingredients:
milk
flour
salt
white pepper
margarine
directions:
mix all ingredients in 1-quart saucepan.
heat to boil over medium heat, stirring constantly.
boil and stir 1 minute.
makes 1 cup sauce.<|endofrecipe|>"
6174;"<|startofrecipe|>ingredients:
cupcakes
directions:
to have for snack while watching ""elvis"" movies.<|endofrecipe|>"
6175;"<|startofrecipe|>ingredients:
bread crumbs
parmesan cheese
parsley
garlic salt
pepper
chicken breasts
italian lo-cal dressing
vegetable cooking spray
directions:
combine first 5 ingredients and set aside.
dip chicken in salad dressing, then dredge in bread crumb mixture.
place chicken, bone side down, in a 9 x 13 x 2-inch baking dish, coated with cooking spray.
bake, uncovered, for 45 to 50 minutes (breasts), less for thighs, or until tender, at 350°.
low calorie and tasty!
easy to prepare.<|endofrecipe|>"
6176;"<|startofrecipe|>ingredients:
chicken
flour
salt
pepper
paprika
margarine
directions:
preheat oven to 400°.
shake chicken in bag of flour and seasonings. line 9 x 13-inch glass baking dish with foil; add margarine and place dish in oven until margarine sizzles.
place chicken in dish, skin down.
bake for 30 minutes; turn and bake another 30 minutes.
do not cover.
yields 4 to 6 servings.<|endofrecipe|>"
6177;"<|startofrecipe|>ingredients:
beef roast
flour
seasoning
vegetable
water
directions:
any cut of beef roast can be used.
flour and season roast. brown both sides in frying pan.
after browning, place roast in 9 x 13-inch baking pan.
add vegetable as preferred.
add water to almost cover meat.
cover baking dish with foil and bake at 200° for 2 to 3 hours.<|endofrecipe|>"
6178;"<|startofrecipe|>ingredients:
onion
ground turkey
tomatoes
tomato sauce
lasagna noodles
basil
oregano
mozarella cheese
parmesan cheese
directions:
saute onion with ground meat until meat is browned.
drain any grease.<|endofrecipe|>"
6179;"<|startofrecipe|>ingredients:
yellow cake mix
colada mix
coconut
condensed milk
directions:
prepare cake mix according to directions on box. bake in a 9 x 13 x 2-inch pan. while cake is still warm, poke holes in it. pour pina colada mix very slowly over cake until all liquid is absorbed. repeat with eagle brand milk. cover with cool whip. sprinkle with coconut. refrigerate.<|endofrecipe|>"
6180;"<|startofrecipe|>ingredients:
frozen raspberries
cornstarch
directions:
press raspberries through a sieve to puree and strain seeds. discard seeds.
combine puree and cornstarch in a small saucepan. cook over medium heat, stirring constantly, until mixture thickens.
cool.
yield: about 3/4 cup.<|endofrecipe|>"
6181;"<|startofrecipe|>ingredients:
dead possum
red pepper
salt
butter
flour
milk
directions:
try to get a possum that has been dead no longer than 3 days and doesn't have any tire marks on his back.
add that rascal to a pot of boiling water, along with the pepper pods, salt and butter. cook him 3 to 6 hours.
if he ain't tender, you'll know you got an old possum.
combine the milk and flour.
add small quantities of the mixture to the possum and broth.
remember to stir constantly, so he won't cling to the pot.
if he sticks to the pot, pry him off.
pull his tail; that usually works best.
bon appetit!<|endofrecipe|>"
6182;"<|startofrecipe|>ingredients:
cabbage
egg
milk
onion
salt
pepper
ground turkey
rice
tomato sauce
brown sugar
lemon juice
worcestershire sauce
directions:
place cabbage leaves in microwavable dish with 2 to 4 tablespoons water and microwave for about 3 minutes or until cabbage is limp.
combine egg, milk, onion, salt, pepper, meat and cooked rice.
place about 1/4 cup meat mixture in center of each leaf; fold in sides and roll ends over meat.
place in crock-pot. combine tomato sauce with brown sugar, lemon juice and worcestershire sauce.
pour over cabbage rolls.
cover and cook on low 7 to 9 hours.
serves 6.<|endofrecipe|>"
6183;"<|startofrecipe|>ingredients:
fresh spinach
thin spaghetti
olive oil
garlic
red pepper
salt
directions:
stem, wash, drain and coarsely chop spinach leaves.
set aside.
cook pasta as package label directs until al dente; drain. in pan, combine oil and garlic.
saute over medium heat about 2 minutes, or until garlic is golden.
add spinach, pepper flakes and salt; saute until spinach wilts.
remove from heat.
add pasta; toss to coat well and mix.
makes 4 servings.<|endofrecipe|>"
6184;"<|startofrecipe|>ingredients:
cream cheese
mayonnaise
french dressing
celery
green pepper
onion
lemon
shrimp
salt
directions:
mix cheese, mayonnaise and dressing.
add to all other ingredients, stirring in shrimp last.
chill at least 3 hours before serving.
real good for parties!!!<|endofrecipe|>"
6185;"<|startofrecipe|>ingredients:
cream cheese
sour cream
cheese mix
cucumber slices
directions:
soften cream cheese; add sour cream and dry mix.
spread on party rye bread.
top with thin sliced cucumber!!<|endofrecipe|>"
6186;"<|startofrecipe|>ingredients:
pecans
sugar
butter
dish pie crust
eggs
alaga syrup
vanilla
directions:
beat eggs; add sugar, syrup, melted butter and vanilla, then stir in
nuts.
pour
in pie crust and bake at 325° until brown and puffy.
turn
off
oven
and
let
set
for 20 to 30 minutes.<|endofrecipe|>"
6187;"<|startofrecipe|>ingredients:
ground beef
taco seasoning
bell pepper
onion
whole kernel corn
tomato sauce
corn bread
onion
grated cheese
directions:
brown ground beef, onion and bell pepper.
add taco seasoning. pour into casserole dish, sprayed with pam.
mix corn bread according to directions on package, with 1/2 can onion rings. pour on top.
grate cheese and add rest of onion rings on top. bake at 400° for about 10 minutes.<|endofrecipe|>"
6188;"<|startofrecipe|>ingredients:
confectioners sugar
flour
butter
eggs
salt
directions:
mix butter, salt and sugar.
add eggs, then flour.
make into rolls. wrap in wax paper and refrigerate.
slice thin and place on lightly greased cookie sheet. bake at 375° for 10 minutes or until edges are slightly brown.<|endofrecipe|>"
6189;"<|startofrecipe|>ingredients:
honey dressing
chicken
green
green onions
green bell pepper
water chestnuts
oranges
head lettuce
slivered almonds
directions:
prepare honey dressing.
toss chicken, grapes, onions, bell pepper, water chestnuts and dressing in large bowl.
cover and refrigerate about 2 hours or until chilled.
toss chicken mixture, oranges and lettuce.
serve on lettuce leaves if desired. sprinkle with almonds.
yields 6 servings.<|endofrecipe|>"
6190;"<|startofrecipe|>ingredients:
cucumbers
directions:
slice cucumbers very thin and sprinkle with salt. let stand a few hours or over night. rinse and squeeze dry.<|endofrecipe|>"
6191;"<|startofrecipe|>ingredients:
cans asparagus
shrimp soup
sour cream
shrimp
bread crumbs
butter
directions:
melt soup slowly in saucepan.
add sour cream and shrimp. pour over asparagus; dot with butter and sprinkle with bread crumbs.
heat 20 minutes in 350° oven.
serves 6.<|endofrecipe|>"
6192;"<|startofrecipe|>ingredients:
chicken
chicken mushroom
chicken broth
margarine
stuffing mix
directions:
boil chicken until tender, remove meat from bones.
cut chicken into bite size pieces.
place chicken in greased 13 x 9 x 2 inch casserole dish.
add soup and broth, stir together until mixed.
melt 1 stick margarine and add stuffing, mix stirring to coat.
pour over casserole and spread evenly.
bake at 375° approx. 15 - 20 minutes or until top is browned and casserole is heated thoroughly.<|endofrecipe|>"
6193;"<|startofrecipe|>ingredients:
mushrooms
bacon
mayonnaise
bread
salt
onion
grated cheese
directions:
mix mayonnaise, bacon, onion and salt.
take bread and soak up bacon drippings and add to mixture.
stuff mushrooms and place in baking dish.
sprinkle with cheese and cover with foil.
bake at 325° for 15 to 20 minutes.<|endofrecipe|>"
6194;"<|startofrecipe|>ingredients:
tomatoes
lemon jello
onion
celery
miracle
directions:
bring tomatoes to a boil. add jello and cool. add miracle whip, onion and celery. mold and refrigerate.<|endofrecipe|>"
6195;"<|startofrecipe|>ingredients:
cream cheese
chili with beans
grated monterey
green onions
green chilies
black olives
directions:
place ingredients in order listed in greased baking dish. bake at 325° for about 30 minutes.
serve warm with corn chips.<|endofrecipe|>"
6196;"<|startofrecipe|>ingredients:
country ribs
barbecue sauce
catsup
water
mostaccioli
directions:
boil ribs until tender.
mix barbecue sauce, catsup and water. dip ribs in sauce, then put them in a dutch oven.
pour rest of sauce over ribs.
cover and bake in 350° oven for 1 hour.
remove ribs from pan.
put mostaccioli in sauce and mix well.
put ribs back in pan on top of mostaccioli and bake 1/2 hour uncovered.<|endofrecipe|>"
6197;"<|startofrecipe|>ingredients:
clove garlic
oil
tomato sauce
tomato paste
water
salt
sugar
garlic
black pepper
basil
directions:
brown 1 clove of garlic in a tablespoon of oil.
remove from flame and cool slightly.
add 1 large can of tomato sauce or puree,
one can tomato paste and 4 cans water.
add 1 teaspoon salt, 2 teaspoons granulated sugar, garlic powder (2 shakes), sprinkle of black pepper and 1 or 2 basil leaves.
bring to a boil; lower flame and simmer for 2 hours.
serves 6 to 8.<|endofrecipe|>"
6198;"<|startofrecipe|>ingredients:
jalapeno black-eyed
lean ground beef
onion
garlic
tomatoes
cream of chicken soup
cream of mushroom soup
enchilada sauce
liquid hot pepper
corn tortillas
cheddar cheese
directions:
saute ground beef, onion and garlic until lightly browned, stirring to crumble the meat.
stir in remaining ingredients except tortillas and cheese.
alternately layer the mixture of meat and tortillas, beginning and ending with meat mixture, in a greased 13 x 9 x 2-inch pan.
sprinkle with cheese and bake at 350° for 35 minutes or until bubbly.
freezes well.
yields 8 servings.<|endofrecipe|>"
6199;"<|startofrecipe|>ingredients:
roll jimmy
bisquick
grated cheese
directions:
mix all ingredients well and roll into desired size.
bake 15 to 20 minutes or until desired color and/or crunchiness.<|endofrecipe|>"
6200;"<|startofrecipe|>ingredients:
sunbeam bread
cream cheese
egg yolk
sugar
vanilla
butter
sugar
cinnamon
directions:
beat cream cheese, egg yolk, 1/8 cup sugar and vanilla together until smooth.
mix sugar and cinnamon together to roll bread in. trim crust from bread.
flatten each slice with a rolling pin. spread with cream cheese mixture and roll each tightly.
when all are rolled, dip each roll in butter, then roll in cinnamon-sugar mixture.
place in a 9 x 13-inch pan.
cut each roll in half.
bake at 350° for 15 to 20 minutes.
may be made ahead and frozen.<|endofrecipe|>"
